Distance,Use intermediate result,Flow,Angle adjustment,Left tol1,Left tol2,Left tol3,Left tol4,Left tol5,Left DEM,Right tol1,Right tol2,Right tol3,Right tol4,Right tol5,Right DEM,W.S.T.
40.900,1,262.8473003,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.000,1,262.846342,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.100,1,262.8445291,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.200,1,262.8418097,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.300,1,262.8403076,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.400,1,262.8388054,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.500,1,262.8358788,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.600,1,262.8341177,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.700,1,262.831994,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.800,1,262.8308027,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
41.900,1,262.8277207,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.000,1,262.8250272,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.100,1,262.8200805,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.200,1,262.8191999,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.300,1,262.817646,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.400,1,262.8164288,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.500,1,262.8157813,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.600,1,262.813036,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.700,1,262.8105238,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.800,1,262.8043858,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
42.900,1,262.803039,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.000,1,262.8022362,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.100,1,262.8002938,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.200,1,262.799206,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.300,1,262.7981441,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.400,1,262.7972118,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.500,1,262.793819,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.600,1,248.7060613,3.7106536699999997,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.700,1,248.7052844,-3.430298988,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.800,1,248.7024096,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
43.900,1,248.7017362,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.000,1,248.7011406,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.100,1,248.6957536,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.200,1,248.694614,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.300,1,248.6924644,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.400,1,248.6919723,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.500,1,248.6896932,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.600,1,248.6876731,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.700,1,248.6872069,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.800,1,248.6823379,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
44.900,1,248.6817941,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.000,1,248.6812761,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.100,1,248.6790229,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.200,1,248.6717194,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.300,1,248.6708906,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.400,1,248.6677569,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.500,1,248.6658921,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.600,1,248.6481255,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.700,1,248.6468565,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.800,1,248.6460536,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
45.900,1,248.644914,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.000,1,248.6441112,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.100,1,248.6432047,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.200,1,248.6420393,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.300,1,248.641081,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.400,1,248.6400191,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.500,1,248.6391904,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.600,1,248.6384911,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
46.700,1,248.6368854,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.800,1,248.6360307,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
46.900,1,248.6351243,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.000,1,248.6342437,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.100,1,248.6331818,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.200,1,248.6318351,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.300,1,248.6306437,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.400,1,248.6225115,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.500,1,248.6210353,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.600,1,248.6168396,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,3.0
47.700,1,248.6159591,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.800,1,248.6148195,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
47.900,1,248.6141203,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.000,1,248.6134728,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.100,1,248.612903,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.200,1,248.6035276,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.300,1,248.6028542,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.400,1,248.5999018,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.500,1,248.5994356,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.600,1,248.5979593,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.700,1,248.5971824,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.800,1,248.5967421,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
48.900,1,248.5952141,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.000,1,248.5941781,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.100,1,248.5922098,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.200,1,248.59164,1.428115994,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.300,1,248.5823941,-1.511593576,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.400,1,248.5797006,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.500,1,248.5790531,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.600,1,248.5782244,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.700,1,248.5761266,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.800,1,248.5754791,4.737074312,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
49.900,1,248.5746503,-4.369842422,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.000,1,248.5684087,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.100,1,248.5621412,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.200,1,248.5615714,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.300,1,248.5610016,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.400,1,248.5602246,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.500,1,248.5592146,-1.5449709420000002,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.600,1,248.5588002,1.491636896,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.700,1,248.5581786,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.800,1,248.5576866,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
50.900,1,248.5569355,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.000,1,248.5560808,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.100,1,248.5541643,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.200,1,248.552714,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.300,1,248.5420695,-0.345453058,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.400,1,248.5416033,0.350379661,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.500,1,248.539376,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.600,1,248.5390393,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.700,1,248.5370969,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.800,1,248.5367861,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
51.900,1,248.534015,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.000,1,248.5331862,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.100,1,248.5306222,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.200,1,248.5271,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.300,1,248.5243547,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.400,1,248.5239662,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.500,1,248.5215835,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.600,1,248.5188641,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.700,1,248.517103,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.800,1,248.5143059,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
52.900,1,248.5112498,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.000,1,248.5101362,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.100,1,248.508634,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.200,1,248.5065103,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.300,1,248.5039981,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.400,1,248.5020039,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.500,1,248.5008644,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.600,1,248.4953479,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.700,1,248.4946745,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.800,1,248.4926285,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
53.900,1,248.4916962,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.000,1,248.4902199,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.100,1,248.4894948,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.200,1,248.3797352,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.300,1,248.3784144,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.400,1,248.3776633,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.500,1,248.3724058,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.600,1,248.3717325,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.700,1,248.3706447,-4.514032745,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.800,1,248.3677699,4.450244664,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
54.900,1,248.3657757,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.000,1,248.3645844,-11.11059982,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.100,1,248.3599744,9.879794462,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.200,1,248.3586535,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.300,1,248.3568147,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.400,1,248.3555974,12.30986754,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.500,1,248.3549759,-12.29396821,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.600,1,248.3503918,-0.262167523,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.700,1,248.3490968,-0.5938772749999999,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.800,1,246.3518256,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
55.900,1,246.3510745,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.000,1,246.3490544,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.100,1,246.3485105,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,1.0
56.200,1,246.3454803,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.300,1,246.3425797,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.400,1,246.3383063,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.500,1,246.3360013,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.600,1,246.3351467,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.700,1,246.3324791,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.800,1,246.3316503,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
56.900,1,246.3287755,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.000,1,246.3267036,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.100,1,246.3254864,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.200,1,246.3228706,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.300,1,246.3217569,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.400,1,246.318934,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.500,1,246.3177167,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.600,1,246.3149714,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.700,1,246.3121743,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.800,1,246.3103355,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
57.900,1,246.3083154,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.000,1,246.3054924,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.100,1,246.3033428,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.200,1,246.2990695,0.0,12.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.300,1,246.29793,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.400,1,246.2971012,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.500,1,246.2939156,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.600,1,246.2903416,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.700,1,246.1658197,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.800,1,246.1648096,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
58.900,1,246.1633593,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.000,1,246.1559004,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.100,1,246.1550457,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.200,1,246.1533882,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,0.500,0.100,2000.0,30.0,A,0.0
59.300,1,246.1526112,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,0.500,0.100,2000.0,30.0,A,0.0
59.400,1,246.0901949,0.0,8.000,4.000,0.100,2000.0,30.0,A,10.000,0.200,1.000,2000.0,30.0,A,0.0
59.500,1,246.0894438,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.600,1,246.0879417,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.700,1,246.0849115,-4.896795522,8.000,4.000,0.100,2000.0,30.0,A,11.000,0.150,1.000,2000.0,30.0,A,0.0
59.800,1,246.0837461,4.560508499,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
59.900,1,246.0803792,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.000,1,246.0778152,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.100,1,246.0768311,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.200,1,246.0752512,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.300,1,246.0721434,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.400,1,246.0711592,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.500,1,246.0685175,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.600,1,246.06787,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.700,1,246.067119,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.800,1,246.0593234,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
60.900,1,246.0578213,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
61.000,1,246.0568371,0.404893658,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
61.100,1,246.0549983,0.876991355,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
61.200,1,245.8869144,-1.2569279689999997,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
61.300,1,245.88549,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
61.400,1,245.8846871,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
61.500,1,245.8835994,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
61.600,1,245.8811649,0.0,8.000,4.000,0.100,2000.0,30.0,A,10.800,1.900,0.110,2000.0,30.0,A,0.0
61.700,1,245.8770987,4.709933758,8.000,4.000,0.100,2000.0,30.0,A,10.800,1.900,0.110,2000.0,30.0,A,0.0
