Distance,Use intermediate result,Flow,Angle adjustment,Left tol1,Left tol2,Left tol3,Left tol4,Left tol5,Left DEM,Right tol1,Right tol2,Right tol3,Right tol4,Right tol5,Right DEM,W.S.T.
20.000,1,340.9243732,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.100,1,340.9220164,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.200,1,340.9204365,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.300,1,335.7248844,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.400,1,335.7233045,0.0,8.000,4.000,0.100,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
20.500,1,335.7203262,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.600,1,335.7189276,0.0,7.200,1.900,0.110,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
20.700,1,335.717814,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
20.800,1,335.7154831,0.0,7.200,1.900,0.110,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
20.900,1,335.7131263,0.0,7.200,1.900,0.110,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
21.000,1,335.7104328,0.0,6.480,0.850,0.121,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
21.100,1,335.7088789,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.200,1,335.7063149,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.300,1,335.7046832,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.400,1,335.6979495,13.55251831,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.500,1,335.6966287,-12.256978739999997,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.600,1,335.6944014,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.700,1,335.6926661,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.800,1,335.6905424,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
21.900,1,335.6895324,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.000,1,335.6871238,0.0,4.000,0.500,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.100,1,335.6844044,0.0,5.832,0.325,0.133,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.200,1,335.6830059,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.300,1,335.6793541,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.400,1,335.6774635,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.500,1,335.6753398,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.600,1,335.6723873,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.700,1,335.6700046,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.800,1,335.6682176,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
22.900,1,335.6669226,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.000,1,335.661976,0.0,4.000,2.000,0.100,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
23.100,1,335.660681,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.200,1,335.6586868,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.300,1,335.6553458,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.400,1,335.6541545,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.500,1,335.6506322,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.600,1,335.6490265,-2.8857995289999994,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.700,1,335.6463589,2.7521808960000005,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.800,1,335.6442093,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
23.900,1,335.6426295,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.000,1,335.6406871,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.100,1,335.6357663,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.200,1,335.6341605,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.300,1,335.6316742,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.400,1,335.6299908,0.0,7.200,1.900,0.110,2000.0,30.0,B,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.500,1,335.6281261,0.0,7.200,1.900,0.110,2000.0,30.0,B,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.600,1,335.6253031,0.0,7.200,1.900,0.110,2000.0,30.0,B,8.000,4.000,0.100,2000.0,30.0,A,0.0
24.700,1,335.6226873,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
24.800,1,335.6209262,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
24.900,1,335.6171709,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
25.000,1,335.6151766,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
25.100,1,335.6139335,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
25.200,1,335.6126645,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
25.300,1,335.6093494,0.0,8.000,4.000,0.100,2000.0,30.0,A,6.480,0.850,0.121,2000.0,30.0,A,0.0
25.400,1,335.6075883,0.0,7.200,1.900,0.110,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
25.500,1,335.6035221,0.0,7.200,1.900,0.110,2000.0,30.0,A,5.832,0.325,0.133,2000.0,30.0,A,0.0
25.600,1,335.6023308,0.0,7.200,1.900,0.110,2000.0,30.0,A,5.832,0.325,0.133,2000.0,30.0,A,0.0
25.700,1,335.5999999,0.0,7.200,1.900,0.110,2000.0,30.0,A,5.832,0.325,0.133,2000.0,30.0,A,0.0
25.800,1,335.5982906,0.0,7.200,1.900,0.110,2000.0,30.0,A,5.832,0.325,0.133,2000.0,30.0,A,0.0
25.900,1,335.5969438,0.0,8.000,4.000,0.100,2000.0,30.0,A,6.480,0.850,0.121,2000.0,30.0,A,0.0
26.000,1,335.5894331,0.0,7.200,1.900,0.110,2000.0,30.0,A,6.480,0.850,0.121,2000.0,30.0,A,0.0
26.100,1,335.5880605,0.0,7.200,1.900,0.110,2000.0,30.0,A,6.480,0.850,0.121,2000.0,30.0,A,0.0
26.200,1,335.5852893,0.0,7.200,1.900,0.110,2000.0,30.0,A,6.480,0.850,0.121,2000.0,30.0,A,0.0
26.300,1,335.5835541,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.400,1,335.581534,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.500,1,335.5801354,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.600,1,335.5749816,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.700,1,335.5718996,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.800,1,335.5681183,0.0,3.600,0.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
26.900,1,335.5665385,0.0,4.000,0.500,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.000,1,335.5635342,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.100,1,335.5615659,0.0,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.200,1,302.33201,0.0,6.000,0.500,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.300,1,302.3284618,0.0,8.000,0.100,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.400,1,302.3241367,0.0,7.000,0.100,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.500,1,302.3223756,0.0,6.000,0.500,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.600,1,302.3209253,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.700,1,302.3189051,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.800,1,302.3154347,2.26069202,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
27.900,1,302.3139326,2.229485747,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.000,1,302.3119642,6.09336335,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.100,1,302.3083125,-3.33890184,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.200,1,302.3069139,-2.4658194700000005,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.300,1,302.3054636,-1.750829457,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.400,1,302.3037284,-3.163283572,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.500,1,302.3021227,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.600,1,302.3008018,1.117767316,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.700,1,302.2994033,1.544639988,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.800,1,302.2938609,-2.314110804,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
28.900,1,302.2903905,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.000,1,302.2887847,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.100,1,302.2868423,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.200,1,302.2836826,0.0,4.000,0.500,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.300,1,302.2806007,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.400,1,302.2786583,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.500,1,302.2767676,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.600,1,302.2744885,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.700,1,264.3678764,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.800,1,264.3662707,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
29.900,1,264.3646649,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.000,1,264.3630851,0.0,10.800,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.100,1,264.3622822,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.200,1,264.3600808,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.300,1,264.3559629,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.400,1,264.3549787,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.500,1,264.35415,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.600,1,264.3525701,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.700,1,264.3512493,0.0,9.720,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.800,1,264.3498249,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
30.900,1,264.3405013,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.000,1,264.3378078,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.100,1,264.3369013,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.200,1,264.3336639,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.300,1,264.3329129,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.400,1,264.3322654,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.500,1,264.3130743,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.600,1,264.3118053,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.700,1,264.3101477,1.57808257,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.800,1,264.3092931,2.537501986,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
31.900,1,264.3084125,-1.9627101560000002,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.000,1,264.3043982,0.36567251200000006,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.100,1,264.3034399,-2.575214931,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.200,1,264.302404,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.300,1,264.3014975,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.400,1,264.3004357,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.500,1,264.29984,3.7065680949999997,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.600,1,264.2968875,7.795726379999999,6.480,0.850,0.121,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.700,1,264.29523,12.005994029999998,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.800,1,264.2929509,-18.16367921,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
32.900,1,264.292148,0.0,6.480,0.850,0.121,2000.0,30.0,A,10.800,1.900,0.110,2000.0,30.0,A,0.0
33.000,1,264.2861913,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.100,1,264.2846373,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.200,1,264.2839381,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.300,1,264.2830575,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.400,1,264.2822805,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.500,1,264.2808043,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.600,1,264.2801568,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.700,1,264.2784993,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.800,1,264.277282,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
33.900,1,264.2765051,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.000,1,264.2756504,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.100,1,264.2736821,0.0,8.000,4.000,0.100,2000.0,30.0,A,10.800,1.900,0.110,2000.0,30.0,A,0.0
34.200,1,264.2726979,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.300,1,262.9904953,-1.9260129329999998,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.400,1,262.9901068,1.96402158,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.500,1,262.9893039,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.600,1,262.9869471,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.700,1,262.985963,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.800,1,262.9854191,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
34.900,1,262.9837098,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.000,1,262.9826479,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.100,1,262.9819227,-3.156260109,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.200,1,262.980317,3.0382983250000004,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.300,1,262.9795918,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.400,1,262.9777789,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.500,1,262.9770796,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.600,1,262.9752408,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.700,1,262.9743861,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.800,1,262.957785,2.462173224,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
35.900,1,262.9525275,-2.520663902,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.000,1,262.9505592,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.100,1,262.9492642,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.200,1,262.948539,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.300,1,262.9476844,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.400,1,262.9465966,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.500,1,262.9441103,-1.414699288,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.600,1,262.9429708,-6.200712723,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.700,1,262.9363925,6.823036326,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.800,1,262.9341652,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
36.900,1,262.9323263,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.000,1,262.9310314,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.100,1,262.9283638,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.200,1,262.9268617,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.300,1,262.922433,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.400,1,262.9218373,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.500,1,262.9201021,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.600,1,262.9184186,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.700,1,262.9118144,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.800,1,262.9112964,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
37.900,1,262.9084476,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.000,1,262.9076188,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.100,1,262.9063756,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.200,1,262.9052361,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.300,1,262.9040706,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.400,1,262.9031901,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.500,1,262.8974405,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.600,1,262.8959384,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.700,1,262.8953168,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.800,1,262.8937888,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
38.900,1,262.8930377,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.000,1,262.8906291,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.100,1,262.8902665,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.200,1,262.8895155,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.300,1,262.888868,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.400,1,262.8811501,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.500,1,262.8759185,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.600,1,262.8752193,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.700,1,262.8726553,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.800,1,262.8719301,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
39.900,1,262.8714898,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.000,1,262.8708165,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.100,1,262.8673978,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.200,1,262.8664913,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.300,1,262.8636684,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.400,1,262.8629691,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.500,1,262.8608972,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.600,1,262.8599389,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.700,1,262.8533088,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
40.800,1,262.849424,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
