Distance,Use intermediate result,Flow,Angle adjustment,Left tol1,Left tol2,Left tol3,Left tol4,Left tol5,Left DEM,Right tol1,Right tol2,Roght tol3,Right tol4,Right tol5,Right DEM
27.9,0,302.3139326,2.229485747,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28,0,302.3119642,6.09336335,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.1,0,302.3083125,-3.33890184,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.2,0,302.3069139,-2.46581947,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.3,0,302.3054636,-1.750829457,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
28.4,0,302.3037284,-3.163283572,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.5,0,302.3021227,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.6,0,302.3008018,1.117767316,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.7,0,302.2994033,1.544639988,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.8,0,302.2938609,-2.314110804,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
28.9,0,302.2903905,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29,0,302.2887847,0,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
29.1,0,302.2868423,0,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
29.2,0,302.2836826,0,4,1,1,1000,30,A,8,2,0.05,1000,30,A
29.3,0,302.2806007,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.4,0,302.2786583,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.5,0,302.2767676,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.6,0,302.2744885,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.7,0,264.3678764,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.8,0,264.3662707,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
29.9,0,264.3646649,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
30,0,264.3630851,0,10.8,1.4,0.055,2000,30,A,8,2,0.05,1000,30,A
30.1,0,264.3622822,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
30.2,0,264.3600808,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
30.3,0,264.3559629,0,9.72,0.6,0.0605,2000,30,A,8,2,0.05,1000,30,A
30.4,0,264.3549787,0,8.748,0.2,0.06655,2000,30,A,8,2,0.05,1000,30,A
30.5,0,264.35415,0,10.8,1.4,0.055,2000,30,A,8,2,0.05,1000,30,A
30.6,0,264.3525701,0,9.72,0.6,0.0605,2000,30,A,8,2,0.05,1000,30,A
30.7,0,264.3512493,0,9.72,0.6,0.0605,2000,30,A,8,2,0.05,1000,30,A
30.8,0,264.3498249,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
30.9,0,264.3405013,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31,0,264.3378078,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.1,0,264.3369013,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.2,0,264.3336639,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.3,0,264.3329129,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.4,0,264.3322654,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.5,0,264.3130743,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.6,0,264.3118053,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.7,0,264.3101477,1.57808257,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.8,0,264.3092931,2.537501986,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
31.9,0,264.3051752,-1.962710156,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
32,0,264.3043982,0.365672512,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
32.1,0,264.3034399,-2.575214931,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
32.2,0,264.302404,0,8,2,0.05,1000,30,A,6.48,0.35,0.0605,1000,30,A
32.3,0,264.3014975,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
32.4,0,264.3004357,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
32.5,0,264.29984,3.706568095,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
32.6,0,264.2968875,7.79572638,6.48,0.35,0.0605,1000,30,A,8,2,0.05,1000,30,A
32.7,0,264.29523,12.00599403,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
32.8,0,264.2929509,-18.16367921,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
32.9,0,264.292148,0,6.48,0.35,0.0605,1000,30,A,10.8,1.4,0.055,2000,30,A
33,0,264.2861913,0,8,2,0.05,1000,30,A,10.8,1.4,0.055,2000,30,A
33.1,0,264.2846373,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
33.2,0,264.2839381,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
33.3,0,264.2830575,0,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
33.4,0,264.2822805,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
33.5,0,264.2808043,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
33.6,0,264.2801568,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
33.7,0,264.2784993,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
33.8,0,264.277282,0,8,2,0.05,1000,30,A,10.8,1.4,0.055,2000,30,A
33.9,0,264.2765051,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
34,0,264.2756504,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
34.1,0,264.2736821,0,8,2,0.05,1000,30,A,10.8,1.4,0.055,2000,30,A
34.2,0,264.2726979,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
34.3,0,262.9904953,-1.926012933,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
34.4,0,262.9898737,1.96402158,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
34.5,0,262.9893039,0,8,2,0.05,1000,30,A,9.72,0.6,0.0605,2000,30,A
34.6,0,262.9869471,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
34.7,0,262.985963,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
34.8,0,262.9854191,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
34.9,0,262.9837098,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35,0,262.9826479,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.1,0,262.9819227,-3.156260109,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.2,0,262.980317,3.038298325,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.3,0,262.9795918,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.4,0,262.9777789,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.5,0,262.9770796,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.6,0,262.9752408,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.7,0,262.9743861,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.8,0,262.957785,2.462173224,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
35.9,0,262.9525275,-2.520663902,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36,0,262.9505592,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.1,0,262.9492642,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.2,0,262.948539,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.3,0,262.9476844,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.4,0,262.9465966,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.5,0,262.9441103,-1.414699288,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.6,0,262.9429708,-6.200712723,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.7,0,262.9363925,6.823036326,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.8,0,262.9341652,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
36.9,0,262.9323263,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37,0,262.9310314,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.1,0,262.9283638,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.2,0,262.9268617,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.3,0,262.922433,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.4,0,262.9218373,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.5,0,262.9201021,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.6,0,262.9184186,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.7,0,262.9118144,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.8,0,262.9112964,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
37.9,0,262.9084476,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38,0,262.9076188,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.1,0,262.9063756,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.2,0,262.9052361,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.3,0,262.9040706,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.4,0,262.9031901,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.5,0,262.8974405,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.6,0,262.8959384,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.7,0,262.8953168,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.8,0,262.8937888,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
38.9,0,262.8930377,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39,0,262.8906291,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.1,0,262.8902665,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.2,0,262.8895155,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.3,0,262.888868,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.4,0,262.8811501,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.5,0,262.8759185,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.6,0,262.8752193,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.7,0,262.8726553,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.8,0,262.8719301,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
39.9,0,262.8714898,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40,0,262.8708165,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.1,0,262.8673978,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
40.2,0,262.8664913,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
40.3,0,262.8636684,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
40.4,0,262.8629691,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.5,0,262.8608972,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.6,0,262.8599389,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.7,0,262.8533088,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.8,0,262.849424,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
40.9,0,262.8473003,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41,0,262.846342,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.1,0,262.8445291,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.2,0,262.8418097,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.3,0,262.8403076,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.4,0,262.8388054,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.5,0,262.8358788,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.6,0,262.8341177,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.7,0,262.831994,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.8,0,262.8308027,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
41.9,0,262.8277207,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42,0,262.8250272,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.1,0,262.8200805,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.2,0,262.8191999,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.3,0,262.817646,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.4,0,262.8164288,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.5,0,262.8157813,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.6,0,262.813036,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.7,0,262.8105238,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.8,0,262.8043858,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
42.9,0,262.803039,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43,0,262.8022362,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.1,0,262.8002938,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.2,0,262.799206,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.3,0,262.7981441,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.4,0,262.7972118,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.5,0,262.793819,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.6,0,248.7058541,3.71065367,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.7,0,248.7052844,-3.430298988,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.8,0,248.7024096,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
43.9,0,248.7017362,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44,0,248.7011406,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.1,0,248.6957536,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.2,0,248.694614,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.3,0,248.6924644,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.4,0,248.6919723,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.5,0,248.6896932,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.6,0,248.6876731,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.7,0,248.6872069,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.8,0,248.6823379,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
44.9,0,248.6817941,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45,0,248.6812761,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.1,0,248.6790229,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.2,0,248.6717194,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.3,0,248.6708906,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.4,0,248.6677569,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.5,0,248.6658921,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.6,0,248.6481255,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.7,0,248.6468565,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.8,0,248.6460536,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
45.9,0,248.644914,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46,0,248.6441112,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.1,0,248.6432047,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.2,0,248.6420393,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.3,0,248.641081,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.4,0,248.6400191,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.5,0,248.6391904,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.6,0,248.6384911,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.7,0,248.6368854,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.8,0,248.6360307,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
46.9,0,248.6351243,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47,0,248.6342437,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.1,0,248.6331818,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.2,0,248.6318351,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.3,0,248.6306437,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.4,0,248.6225115,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.5,0,248.6210353,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.6,0,248.6168396,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.7,0,248.6159591,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.8,0,248.6148195,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
47.9,0,248.6141203,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48,0,248.6134728,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.1,0,248.612903,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.2,0,248.6035276,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.3,0,248.6028542,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.4,0,248.5999018,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.5,0,248.5994356,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.6,0,248.5979593,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.7,0,248.5971824,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.8,0,248.5967421,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
48.9,0,248.5952141,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49,0,248.5941781,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.1,0,248.5922098,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.2,0,248.59164,1.428115994,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.3,0,248.5823941,-1.511593576,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.4,0,248.5797006,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.5,0,248.5790531,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.6,0,248.5782244,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.7,0,248.5761266,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
49.8,0,248.5754791,4.83501904,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
49.9,0,248.5746503,-4.359702657,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50,0,248.5684087,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.1,0,248.5621412,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
50.2,0,248.5615714,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
50.3,0,248.5610016,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.4,0,248.5602246,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.5,0,248.5592146,-1.679240832,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.6,0,248.5588002,1.593550083,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.7,0,248.5581786,0,8,2,0.05,1000,30,A,10.8,1.4,0.055,2000,30,A
50.8,0,248.5576866,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
50.9,0,248.5569355,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51,0,248.5560808,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.1,0,248.5541643,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.2,0,248.552714,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.3,0,248.5420695,-0.359367677,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.4,0,248.5416033,0.35021952,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
51.5,0,248.539376,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.6,0,248.5390393,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.7,0,248.5370969,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.8,0,248.5367861,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
51.9,0,248.534015,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
52,0,248.5331862,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.1,0,248.5306222,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.2,0,248.5271,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.3,0,248.5243547,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.4,0,248.5239662,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.5,0,248.5215835,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.6,0,248.5188641,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.7,0,248.517103,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.8,0,248.5143059,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
52.9,0,248.5112498,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53,0,248.5101362,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.1,0,248.508634,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
53.2,0,248.5065103,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.3,0,248.5039981,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.4,0,248.5020039,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.5,0,248.5008644,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.6,0,248.4953479,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.7,0,248.4946745,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.8,0,248.4926285,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
53.9,0,248.4916962,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
54,0,248.4902199,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.1,0,248.4894948,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.2,0,248.3797352,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.3,0,248.3784144,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.4,0,248.3776633,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.5,0,248.3724058,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.6,0,248.3717325,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.7,0,248.3706447,-4.514032745,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.8,0,248.3677699,4.450244664,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
54.9,0,248.3657757,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55,0,248.3645844,-11.07010939,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.1,0,248.3599744,9.889526813,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.2,0,248.3586535,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.3,0,248.3568147,0,7.2,0.9,0.055,1000,30,A,8,2,0.05,1000,30,A
55.4,0,248.3559859,12.28393446,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.5,0,248.3549759,-12.35087889,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.6,0,248.3503918,-0.271988999,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.7,0,248.3490968,-0.591158569,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.8,0,246.3518256,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
55.9,0,246.3510745,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56,0,246.3490544,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.1,0,246.3485105,0,8,2,0.05,1000,30,A,12,3,0.05,2000,30,A
56.2,0,246.3454803,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.3,0,246.3425797,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.4,0,246.3383063,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.5,0,246.3360013,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.6,0,246.3351467,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.7,0,246.3324791,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.8,0,246.3316503,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
56.9,0,246.3287755,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57,0,246.3267036,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.1,0,246.3254864,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.2,0,246.3228706,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.3,0,246.3217569,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.4,0,246.318934,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.5,0,246.3177167,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.6,0,246.3149714,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.7,0,246.3121743,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.8,0,246.3103355,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
57.9,0,246.3083154,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58,0,246.3054924,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.1,0,246.3033428,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.2,0,246.2990695,0,12,3,0.05,2000,30,A,8,2,0.05,1000,30,A
58.3,0,246.29793,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.4,0,246.2971012,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.5,0,246.2939156,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.6,0,246.2903416,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.7,0,246.1658197,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.8,0,246.1648096,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
58.9,0,246.1633593,0,8,2,0.05,1000,30,A,8,2,0.05,1000,30,A
